artist_normalized,artist,avg_popularity,song_count,danceability,energy,valence,tempo,instrumentalness,year,category,nominee,listeners,playcount,tags
the cranberries,The Cranberries,82.0,1,0.309,0.649,0.312,166.915,0.00591,2019.0,Best Rock Album,In The End,4036369.0,122180998.0,"rock, alternative, female vocalists, alternative rock, irish"
the fray,,80.0,2,0.64,0.743,0.361,122.035,0.0,,,,3097902.0,72214983.0,"alternative, rock, piano rock, alternative rock, indie"
the goo goo dolls,,83.0,1,0.315,0.715,0.497,155.925,7.97e-06,,,,1383688.0,22191852.0,"rock, alternative rock, alternative, indie, indie rock"
the kid laroi,,80.5,2,0.519,0.535,0.335,86.785,0.0,,,,2002301.0,122473567.0,"rap, emo rap, Hip-Hop, australian, pop"
the killers,,84.0,4,0.38825,0.9257500000000001,0.34924999999999995,145.545,0.0001685,,,,6118704.0,300855899.0,"indie, rock, indie rock, alternative, alternative rock"
the lumineers,,79.0,2,0.673,0.522,0.49349999999999994,77.965,0.0001815,,,,,,
the mamas  the papas,,78.0,2,0.552,0.608,0.637,112.367,0.0,,,,,,
the neighbourhood,,84.55,20,0.5366500000000001,0.67705,0.35885,106.52380000000001,0.0601987665,,,,3271595.0,289726526.0,"indie, indie rock, indie pop, rock, seen live"
the notorious big,,79.5,2,0.8405,0.6359999999999999,0.7215,89.2165,0.0,,,,571.0,3291.0,"hip hop, rap, male vocalists, the notorious big"
the offspring,,81.0,11,0.5377272727272727,0.9288181818181819,0.676,114.06590909090909,1.7318181818181817e-05,,,,4032111.0,176159127.0,"punk rock, punk, rock, alternative, alternative rock"
the police,,86.0,1,0.82,0.452,0.74,117.401,0.00294,,,,3831027.0,85378920.0,"rock, classic rock, 80s, new wave, pop"
the rare occasions,,83.0,1,0.309,0.883,0.312,159.488,0.00111,,,,849611.0,13856575.0,"indie, alternative rock, indie rock, alternative, rock"
the rolling stones,The Rolling Stones,78.0,3,0.607,0.7626666666666667,0.6773333333333333,137.87366666666665,0.02438,2017.0,Best Traditional Blues Album,Blue & Lonesome,5301118.0,233282672.0,"classic rock, rock, british, 60s, blues"
the smiths,,80.5,2,0.523,0.769,0.876,136.162,0.0,,,,4270536.0,410094830.0,"indie, 80s, post-punk, new wave, alternative"
the strokes,,79.0,4,0.593,0.749,0.649,164.959,0.106,,,,,,
the temptations,,79.0,2,0.572,0.418,0.694,104.566,0.0,,,,,,
the vamps,,77.0,1,0.526,0.818,0.896,171.96,0.0,,,,,,
the verve,,80.0,3,0.35600000000000004,0.9170000000000001,0.518,171.17600000000002,0.0,,,,2842267.0,48005193.0,"britpop, rock, alternative, indie, british"
the walters,,89.0,1,0.575,0.648,0.466,75.977,0.0,,,,1500796.0,27885015.0,"indie rock, indie, indie pop, blues rock, USA"
the wanted,,79.0,1,0.722,0.851,0.452,126.885,0.0,,,,,,
the weeknd,The Weeknd,89.0,5,0.5644,0.6476,0.36,133.8956,2.156e-05,2017.0,Best Urban Contemporary Album,Starboy,4529846.0,850293809.0,"rnb, electronic, Canadian, dubstep, prog-rnb"
the weeknd,The Weeknd,89.0,5,0.5644,0.6476,0.36,133.8956,2.156e-05,2015.0,Best R&B Performance,Earned It (Fifty Shades Of Grey),4529846.0,850293809.0,"rnb, electronic, Canadian, dubstep, prog-rnb"
the weeknd,The Weeknd,89.0,5,0.5644,0.6476,0.36,133.8956,2.156e-05,2015.0,Best Urban Contemporary Album,Beauty Behind The Madness,4529846.0,850293809.0,"rnb, electronic, Canadian, dubstep, prog-rnb"
the white stripes,,84.0,4,0.743,0.446,0.278,123.596,0.118,,,,4327387.0,165676588.0,"rock, alternative, alternative rock, indie, indie rock"
tiesto,,82.0,3,0.798,0.62,0.235,120.031,0.0192,,,,7858.0,108632.0,"trance, electronic, Tiesto, progressive trance, electronica"
tom odell,,93.0,2,0.445,0.537,0.131,122.769,1.65e-05,,,,1720361.0,39131915.0,"indie, seen live, folk, british, singer-songwriter"
tom rosenthal,,81.0,3,0.44,0.04,0.249,135.965,0.465,,,,751879.0,13212001.0,"folk, indie, british, singer-songwriter, chamber pop"
tomorrow x together,,78.0,1,0.475,0.695,0.552,100.009,0.0,,,,,,
toto,,83.0,1,0.671,0.373,0.732,92.718,8.01e-05,,,,2614764.0,44208077.0,"rock, classic rock, 80s, Progressive rock, pop"
tracy chapman,,78.0,3,0.711,0.292,0.19400000000000003,103.95099999999998,0.0,,,,,,
train,Train,82.0,1,0.673,0.886,0.795,97.012,0.0,2010.0,Best Pop Performance By A Duo Or Group With Vocals,"Hey, Soul Sister (Live)",2947506.0,45423096.0,"rock, alternative rock, alternative, pop, indie"
travis scott,,82.0,8,0.752625,0.609875,0.266,125.50125,1.4575e-06,,,,2542362.0,470602288.0,"Hip-Hop, rap, trap, hip hop, american"
trevor daniel,,79.0,1,0.785,0.431,0.236,127.085,0.0,,,,,,
troye sivan,,82.0,4,0.5685,0.548,0.29400000000000004,78.2035,0.0,,,,2083096.0,138700773.0,"pop, indie pop, seen live, male vocalists, indie"
tv girl,,82.0,5,0.6166,0.8422000000000001,0.5728,106.6842,0.0022708,,,,2206455.0,202669166.0,"indie pop, Lo-Fi, indie, chillwave, seen live"
twenty one pilots,Twenty One Pilots,82.66666666666667,3,0.7036666666666666,0.582,0.5873333333333334,111.66333333333334,1.9566666666666667e-05,2016.0,Best Pop Duo/Group Performance,Stressed Out,2709755.0,281505245.0,"electronic, alternative, indie pop, indie, seen live"
twice,,82.0,2,0.79,0.905,0.8525,120.0085,0.0,,,,1345396.0,373031038.0,"k-pop, Kpop, Korean, pop, girl group"
two feet,,78.0,3,0.717,0.577,0.235,104.927,0.00428,,,,,,
vacations,,83.0,1,0.498,0.81,0.594,79.935,0.00717,,,,1497862.0,51137562.0,"indie, indie pop, indie rock, dream pop, soul"
van halen,,78.0,2,0.572,0.835,0.795,129.981,0.000377,,,,,,
van morrison,,80.0,3,0.49099999999999994,0.583,0.908,150.566,0.0,,,,2383949.0,49482060.0,"classic rock, singer-songwriter, folk, rock, blues"
vance joy,,81.33333333333333,3,0.484,0.731,0.51,101.654,0.0,,,,2082074.0,41395089.0,"folk, indie, singer-songwriter, australian, acoustic"
vanessa carlton,,77.0,1,0.56,0.825,0.268,94.931,0.0,,,,,,
vundabar,,82.0,3,0.467,0.757,0.433,82.282,0.908,,,,1058722.0,20833177.0,"indie rock, seen live, surf rock, Garage Rock, indie"
walk the moon,,83.0,3,0.578,0.866,0.619,128.038,0.0,,,,1632893.0,26633665.0,"indie rock, indie, indie pop, seen live, american"
weezer,,78.0,3,0.654,0.81,0.661,114.623,0.00251,,,,,,
wham,,80.0,2,0.62,0.573,0.897,81.548,0.0,,,,9744.0,51838.0,"80s, pop, oldies, rock, christmas"
xxxtentacion,,83.1875,16,0.7535625,0.4846875,0.438125,121.78456249999999,0.00126556625,,,,2349150.0,272851187.0,"rap, Hip-Hop, trap, cloud rap, emo rap"
yot club,,84.0,2,0.372,0.537,0.228,123.735,0.873,,,,1217252.0,26164261.0,"Lo-Fi, indie, dream pop, indie pop, bedroom pop"
yung gravy,,87.0,1,0.723,0.772,0.58,102.004,1.15e-05,,,,887181.0,27294540.0,"rap, Hip-Hop, comedy, seen live, hip hop"
yusuf  cat stevens,,77.0,2,0.48,0.542,0.567,152.853,0.000609,,,,,,
zach bryan,,89.0,1,0.369,0.192,0.148,175.212,8.35e-06,,,,938117.0,91890313.0,"country, singer-songwriter, americana, Alt-country, country rock"
zara larsson,,78.0,4,0.694,0.712,0.799,98.023,0.0,,,,,,
zayn,,78.0,1,0.584,0.7,0.438,124.944,0.0,,,,,,
zion  lennox,,84.0,4,0.808,0.697,0.554,95.06,0.0,,,,4198.0,48338.0,
